DirectForce: 61142; ParticleCell: 49954; NodesUsed: 450; NodesAvailable: 500; TimeLoad: 0.000122804; TimeUpward: 1.2955e-05; TimeForce: 0.00593472; TimeTotal: 0.00608121
1000

-2.5295511826440415461547672748565673828125e+04  -4.4686114622768538538366556167602539062500e+04  -1.5718255415874051323044113814830780029297e+04
-7.8401770919353822364428197033703327178955e+01  -1.8414352093502918705780757591128349304199e+02  +1.2899947706339904840433518984355032444000e+01
+3.2260858512252043510670773684978485107422e+03  -2.8051353285894406326406169682741165161133e+03  +2.6424855701543983741430565714836120605469e+03
+1.2356702339309424132807180285453796386719e+04  -7.3839514998263057350413873791694641113281e+03  +2.6062162602135475026443600654602050781250e+04
+1.8705166292906582384603098034858703613281e+04  -2.0575739680975450028199702501296997070312e+04  -1.1214349743112190481042489409446716308594e+04
+3.5623538071913928433787077665328979492188e+04  -1.2521329449179829680360853672027587890625e+04  -3.8623480371854209806770086288452148437500e+04
-6.3550796606517033069394528865814208984375e+04  -6.2833342262007163299131207168102264404297e+03  +4.0385977420586823427584022283554077148438e+04
-2.3814354297749801503414346370846033096313e+02  +7.1636041631564319231983972713351249694824e+02  +1.0048001917016945299110375344753265380859e+03
-5.3676899816829900373704731464385986328125e+04  -1.8703084105250251013785600662231445312500e+04  +3.0826313754864931979682296514511108398438e+04
+5.4530083122644884952023858204483985900879e+02  +5.3582027781392831400353315984830260276794e+01  -5.7574733129760568317578872665762901306152e+02
-2.9175679235077328485203906893730163574219e+04  -3.3605784490495902900875080376863479614258e+03  -1.7098396083514409838244318962097167968750e+04
+1.9532357876155700068920850753784179687500e+05  +5.9907695537170198804233223199844360351562e+04  -2.5423729953257923625642433762550354003906e+04
+4.7589480169236694564460776746273040771484e+03  -2.0248157618245593766914680600166320800781e+04  -1.0507772563895667190081439912319183349609e+04
-5.2022228084581183793488889932632446289062e+03  -2.9871770085540174477500841021537780761719e+03  -8.2851431600288578920299187302589416503906e+03
+3.3479546445562140434049069881439208984375e+04  -4.1255223881981182785239070653915405273438e+04  +1.5663617875549045493244193494319915771484e+04
-5.6936054124404399772174656391143798828125e+03  -1.1542998847996243512170622125267982482910e+03  +2.3951147527774701302405446767807006835938e+03
+6.6905019474133132462156936526298522949219e+03  +4.2273841752760075905825942754745483398438e+04  -3.4606474434722927981056272983551025390625e+04
-2.3391120703813905379320203792303800582886e+02  +3.9655111893730185101958340965211391448975e+02  +2.6169851168414561470854096114635467529297e+02
+2.4091195300450403010472655296325683593750e+04  +1.0646215941137954359874129295349121093750e+05  +8.9650955944256318616680800914764404296875e+04
-4.2869972120324882780550979077816009521484e+03  -1.6809084938405925640836358070373535156250e+04  +2.7684869833370274136541411280632019042969e+04
+2.6019775327530815047794021666049957275391e+03  +1.3381997221390622144099324941635131835938e+04  -1.9269221080123083083890378475189208984375e+04
-1.4798374569303172393119893968105316162109e+04  -1.4812197955146377353230491280555725097656e+04  -7.8861715951034748286474496126174926757812e+03
-1.0333871571910416605533100664615631103516e+04  +2.4664555973138367335195653140544891357422e+03  +5.1460472992889335728250443935394287109375e+04
+7.5881198527886017473065294325351715087891e+03  +1.2630939163961145368375582620501518249512e+03  -3.4392477109303408724372275173664093017578e+03
+3.1919273902170421024493407458066940307617e+03  +2.2536313540997125528519973158836364746094e+04  -1.7332617024810257134959101676940917968750e+04
-2.6659959234929076046682894229888916015625e+04  -7.8463346843452782195527106523513793945312e+03  +1.3025112815675352976541034877300262451172e+04
+1.4087248409833702680771239101886749267578e+04  -2.0776668603733272902900353074073791503906e+04  +2.0170874179992042627418413758277893066406e+04
+4.3985789798120160412508994340896606445312e+04  -2.9088281137526773818535730242729187011719e+04  -2.4334321325754048302769660949707031250000e+04
+4.2153739751310640713199973106384277343750e+03  -3.1418433090117425308562815189361572265625e+04  +8.9533954868069349686265923082828521728516e+02
+2.6540983644067593559157103300094604492188e+04  +1.1929770042713655129773542284965515136719e+04  +5.3561068215450504794716835021972656250000e+04
-6.5804721549679652525810524821281433105469e+03  +3.4882865182185152661986649036407470703125e+04  -2.0791722447383093822281807661056518554688e+04
-1.6431620195439808185255969874560832977295e+02  -1.1623895719348269267356954514980316162109e+04  +4.5078235112063603082788176834583282470703e+03
-2.8736048653891691628814442083239555358887e+02  +9.8269329612238598201656714081764221191406e+03  +1.2309718308909812549245543777942657470703e+04
+2.4489412716996203016606159508228302001953e+03  -6.1505104311857348875491879880428314208984e+02  -1.6473304390635432810086058452725410461426e+03
-9.3354227962982931785518303513526916503906e+03  -2.5805076171938191691879183053970336914062e+04  +2.9540298170902260608272626996040344238281e+03
+3.2127113643013100954703986644744873046875e+04  +6.1514588183369305625092238187789916992188e+04  +7.0878606974923299276269972324371337890625e+04
+6.8734844353445523665868677198886871337891e+03  -2.0360422616032563382759690284729003906250e+04  +6.6534634948343436917639337480068206787109e+03
-3.5609866317190288100391626358032226562500e+04  -3.7209959271248872028081677854061126708984e+03  +4.6706460718330254167085513472557067871094e+03
+4.7411898274280001714942045509815216064453e+03  +1.1089032652302221322315745055675506591797e+04  -1.1685967415544095274526625871658325195312e+04
-7.8656347884805843932554125785827636718750e+04  -1.5807903153004561318084597587585449218750e+05  +2.8939885158816108742030337452888488769531e+04
-5.7329641644269804601208306849002838134766e+03  -7.9299972846554965144605375826358795166016e+03  +3.3443106290410423753201030194759368896484e+03
+7.8391740097272236198477912694215774536133e+02  +3.0440116179689880482328590005636215209961e+03  +6.1291217625258036605373490601778030395508e+02
-3.1925763744871314884221646934747695922852e+03  -3.3404522321639606161625124514102935791016e+03  -1.2700925540071675641229376196861267089844e+04
+9.6592124345447136875009164214134216308594e+03  -2.2381395894483837764710187911987304687500e+04  -7.7896422286281435276578122284263372421265e+01
-6.7869005666640267008915543556213378906250e+04  +1.4854315268602607829961925745010375976562e+04  +6.9220973487611772725358605384826660156250e+04
-1.5592459618027842952869832515716552734375e+05  -3.5719453778883122140541672706604003906250e+04  -2.6597836817765864543616771697998046875000e+05
-2.8244248728780716191977262496948242187500e+04  -3.5781630101591854327125474810600280761719e+03  -7.5896480420968046018970198929309844970703e+03
+2.1468937762652476521907374262809753417969e+04  +1.6405538204277010663645341992378234863281e+04  +5.2110848385086828784551471471786499023438e+04
+1.7915863805302698165178298950195312500000e+05  +1.4313464188306237701908685266971588134766e+04  -6.2815103408415152443922124803066253662109e+03
-9.1550129736661710921907797455787658691406e+03  +1.1849390039461136439058464020490646362305e+03  +2.5117468882570483401650562882423400878906e+04
+4.2262800487940163293387740850448608398438e+04  -6.7349857496552076554507948458194732666016e+03  +5.4109913776895191404037177562713623046875e+04
+1.0542129733696638140827417373657226562500e+04  +9.1070185573072994884569197893142700195312e+03  -4.6856138962730619823560118675231933593750e+04
+4.5936170679082493961686850525438785552979e+02  -3.6536980022717543761245906352996826171875e+04  +7.7069458570371007226640358567237854003906e+03
-1.1861492450147527506487676873803138732910e+03  -1.7827518703601569995953468605875968933105e+03  -2.2132549247496258431056048721075057983398e+03
-2.7223553282767111340945120900869369506836e+03  -1.2424419777328162126650568097829818725586e+03  -7.5936500632753950412734411656856536865234e+03
+1.9403888294707485329126939177513122558594e+04  +2.5671549567413650947855785489082336425781e+04  +8.3568882093448919476941227912902832031250e+03
-7.9637520443805187824182212352752685546875e+03  +6.9849471304179030539671657606959342956543e+02  -6.5542172598042125173378735780715942382812e+03
-1.1076558370082348119467496871948242187500e+04  -4.1919885347409726819023489952087402343750e+04  -1.3000508936302605434320867061614990234375e+04
+2.0129666441699874121695756912231445312500e+05  +1.7704322414568527165101841092109680175781e+04  -1.0168617355154094184399582445621490478516e+04
-3.6139595282153270090930163860321044921875e+04  +1.3931205764418209582800045609474182128906e+04  -1.1115804091917046753223985433578491210938e+05
+3.4666717606082886504736961796879768371582e+02  -5.2689845261241525804507546126842498779297e+03  +1.2855753529216875904239714145660400390625e+04
-1.5340868983985588420182466506958007812500e+05  -7.6572861154196289135143160820007324218750e+04  +1.0219350994004758831579238176345825195312e+05
-5.5280379103669465621351264417171478271484e+03  -1.7435664553024498673039488494396209716797e+03  +3.3863812432082640953012742102146148681641e+03
+2.6416684749885234850808046758174896240234e+03  -4.5483631542346338392235338687896728515625e+03  -2.3382742523370743583654984831809997558594e+03
-3.9255427748989282008551526814699172973633e+03  -1.1758822653372644708724692463874816894531e+03  -1.5558092541898824379131838213652372360229e+02
+6.8003315689971335814334452152252197265625e+04  +4.6987187624418756968225352466106414794922e+03  +5.7303410020333489228505641222000122070312e+04
+1.0324079734460747567936778068542480468750e+05  -6.7166109871647922773263417184352874755859e+03  +4.7912736177623504772782325744628906250000e+04
-2.5135938482934961939463391900062561035156e+04  +3.0346155173354418366216123104095458984375e+03  +2.5619675507181171269621700048446655273438e+04
+7.0299196389014425221830606460571289062500e+04  -2.1867739952032439759932458400726318359375e+05  -1.1108033030864262400427833199501037597656e+04
+7.4684620974016055697575211524963378906250e+04  -1.2313533822480945673305541276931762695312e+04  -8.5483931398919448838569223880767822265625e+04
-8.1223550764462252118391916155815124511719e+03  -6.4421829172229932737536728382110595703125e+04  -2.9568002832687321642879396677017211914062e+04
+8.9721530755976309592369943857192993164062e+03  +1.7699670526282705395715311169624328613281e+04  -2.4472255433114116840442875400185585021973e+02
-4.9875349100789251679088920354843139648438e+04  -1.2685671669054211179172853007912635803223e+03  -3.3583710378191033669281750917434692382812e+04
-1.9419297819265808357158675789833068847656e+04  +2.7776236929612510721199214458465576171875e+04  +1.0207206149291164183523505926132202148438e+05
-4.4163977113566970729152671992778778076172e+03  +8.8823477422144333104370161890983581542969e+02  +3.6411340188862200193398166447877883911133e+03
+7.4470459969374257980234688147902488708496e+02  +1.7675001997864419536199420690536499023438e+04  +3.0526344269051885930821299552917480468750e+04
+5.4128443241073990066070109605789184570312e+04  -3.4993866559074340329971164464950561523438e+04  -3.4532402025709139707032591104507446289062e+04
+1.7770102908195720374351367354393005371094e+04  +1.2800610365102256764657795429229736328125e+04  -2.7524325401034329843241721391677856445312e+04
-1.2890580572133612804464064538478851318359e+03  -1.6685026685547647957719163969159126281738e+03  +6.8966500572944623854709789156913757324219e+03
+2.3361445912223766754323150962591171264648e+03  +5.0071239957049101576558314263820648193359e+03  -2.0294283802316323999548330903053283691406e+04
+2.2173151393998839921550825238227844238281e+04  -4.5948481577355909394100308418273925781250e+04  +3.8266471516414516372606158256530761718750e+04
-3.8776683623434393666684627532958984375000e+04  +1.1592711848545139218913391232490539550781e+04  -2.1668124375050228991312906146049499511719e+03
+2.8577567373841739026829600334167480468750e+03  -2.1383419095689008827321231365203857421875e+04  -3.5295288061845407355576753616333007812500e+04
-1.5957890685564523664652369916439056396484e+04  -3.9324887683697597822174429893493652343750e+04  +1.5987932213597567169927060604095458984375e+04
+1.4682524353608050660113804042339324951172e+02  +8.6043098455087169895705301314592361450195e+02  +8.1041328164931360333866905421018600463867e+02
